id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
in-b2d46465b2fe9552,indeed,https://www.indeed.com/viewjob?jk=b2d46465b2fe9552,https://www.governmentjobs.com/careers/rosevilleca/jobs/4956204/electric-business-analyst-i-ii?pagetype=jobOpportunitiesJobs,Electric Business Analyst I/II,"City of Roseville, CA","Roseville, CA, US",2025-06-05,fulltime,direct_data,yearly,104699.0,154337.0,USD,True,,,,,"**Description**
---------------


**ELEVATE YOUR CAREER!**  

Join the City of Roseville Electric team as a  

**ELECTRIC BUSINESS ANALYST I or II**  


We are seeking several talented individuals like yourself to join our Roseville Electric Team. The ideal candidate will possess a background, or interest and aptitude for mastering various aspects of Business Systems and Power Supply. In this role, you will collaborate with cross\-functional teams to streamline business processes, develop and complete reporting and or documentation to fulfill business requirements, and act as a point of contact for subject matter experts inside and outside the utility, among other responsibilities.  

  

A few examples of potential departments/activities you could assist with involve: **POWER SUPPLY:**


The Power Supply and Portfolio Group within a Roseville Electric is critical in ensuring the delivery of reliable, cost\-effective, and sustainable electricity to customers. This team oversees the strategic planning, procurement, and management of the utility's energy resources, balancing supply and demand while navigating market dynamics and regulatory requirements.

**Key Functions:**

* Financial Modeling \& Analysis: Develop and maintain electronic models for transaction feasibility, power supply forecasting, market trends, and operating costs.
* Database Management: Design, implement, modify, and manage complex databases for data input and extraction; ensure accurate data maintenance and successful migrations between computer programs.
* Market Assessment: Conduct evaluations of customer base, competitive market forces, demand\-side analysis, power supply, risk assessment, and business planning.
* Data Validation: Perform analytical research to validate interval load and generator meter data from multiple sources.
* Energy Transactions Support: Support the energy transaction process, participate in settlement processes, and verify data accuracy.
* Operational Data Analysis: Track, compile, and analyze a wide variety of operational data.

 **BUSINESS SYSTEMS:**


The Utility Business Systems Group plays an important role in advancing the utility’s asset management strategy by leading cross\-functional initiatives, conducting in\-depth data analysis, and fostering collaboration across departments. The team is responsible for designing and developing customized reports and dashboards that provide meaningful, actionable insights to support strategic planning, enhance operational efficiency, and enable data\-driven decision\-making. In addition to analytical work, the Business Analyst will review, document, and continuously improve business processes to drive efficiency, ensure alignment with strategic objectives, and support organizational effectiveness. The ideal candidate is analytical, detail\-oriented, and an effective communicator with a strong passion for process optimization and delivering measurable business value in a fast\-paced utility environment.

**Key Functions:**

* Utility analytics, data analysis and research \- Collecting, organizing, and analyzing large datasets to identify trends, monitor performance, and forecast future needs.
* Design and Development of reports and dashboards \- Translating complex data into clear, actionable visualizations that support informed decision\-making across the organization.
* Enterprise system support \- Supporting Enterprise applications essential to daily operations, including providing end\-user support, system configurations, ensuring data accuracy, and coordinating with cross\-functional teams.
* Project Management \- Assist project management from inception to completion; plan, lead, organize, and control project deliverables, schedules, and budgets.

  

The current vacancies are for regular, benefitted, and full\-time positions; however, the employment list established from this recruitment may be utilized to fill future regular and limited\-term vacancies in the City for the duration of the list. The normal work schedule is Monday through Friday, 8 a.m. – 5 p.m.; a flex schedule may be available. A hybrid remote/office schedule may be available for discussion. **What the City of Roseville Offers:**

* **$104,699 \- $154,337****Annually (dependent on experience)**
* **Up to $2,415 per month in health and welfare benefits**
* **Competitive vacation and sick leave programs**
* **10 paid holidays, 2 floating holidays \- Plus assigned management leave**
* **Opportunities to train and promote**
* **CalPERS**
* **A top\-notch team and more!**

  

*The City of Roseville is committed to a diverse workforce. We are engaged in understanding the needs and backgrounds of our colleagues and those we serve. Our organization is unified in this commitment, as we believe this produces the best results for our community.*
**Examples of Duties**
----------------------


**Click** **HERE** **for a complete and detailed job specification and minimum qualifications for Electric Business Analyst I.**  

  

**Click** **HERE****for a complete and detailed job specification and minimum qualifications for Electric Business Analyst II.**


**Minimum Qualifications**
--------------------------

  

  

**EXPERIENCE AND TRAINING** **ELECTRIC BUSINESS ANALYST I** **Experience****:**
One year of responsible experience performing duties similar an Associate Electric Analyst with the City of Roseville or one year of independent, journey\-level experience performing professional duties that included energy analysis, business case analysis, financial analysis, econometric analysis, database management, or engineering analysis.
AND**Training****:**
A Bachelor’s degree from an accredited college or university, preferably with major course work in business administration, public administration, accounting, computer science, economics, mathematics or a related field.
AND**License and Certificate**
Possession of a valid California driver’s license by date of appointment. **ELECTRIC BUSINESS ANALYST II**
In addition to the qualifications for the Electric Business Analyst I: **Experience****:**
Two years of responsible experience performing duties similar to an Electric Business Analyst I with the City of Roseville.
AND**Training****:**
A Bachelor’s degree from an accredited college or university, preferably with major course work in business administration, public administration, accounting, computer science, economics, mathematics or a related field.
AND**License and Certificate**
Possession of a valid California driver’s license by date of appointment.
**Supplemental Information**
----------------------------

  

  

***All employment applications must be*** ***submitted*** ***online at the City of Roseville*** ***CAREER P******A******G******ES*** ***only.***  

  

Detailed information on the City of Roseville recruitment practices can be reviewed on the Frequently Asked Questions page.  

The City of Roseville defines “accredited college or university” as an institution of higher learning and must be listed on the United States Department of Education Database of Accredited Post\-Secondary Institutions and Programs website http://ope.ed.gov/accreditation.  

Credits earned from colleges, universities, and institutions listed as accredited institutions on this website will be considered as part of the educational component of the minimum qualifications for a classification.  

The following options apply to the evaluation of college degrees from countries outside the United States:

  

* Educational background from a foreign country may be evaluated by an accredited United States college or university listed on the U.S. Department of Education Database of Accredited Post\-Secondary Institutions and Programs website.
* Verification of degree equivalency may be obtained from organizations that provide foreign education credential evaluation services. The City of Roseville will accept verification from any of the listed member agencies found at http://www.naces.org or www.aice\-eval.org.
* A copy of the foreign credential evaluation verification can be attached to the employment application.
* If you are offered a position with the City of Roseville, as a part of the pre\-employment steps, applicants must provide a foreign degree credential equivalency certificate from an approved member agency above. Applicants who do not provide verification, will be eliminated from further consideration.

**SELECTION PROCESS****:**  

**All candidates meeting the minimum qualifications will have their application scored in a Formula Rate Examination. The applicant’s experience and education will be evaluated using a pre\-determined formula. Scores from this evaluation will determine applicant ranking and placement on the Employment List. Supplemental questions will be utilized by the department hiring authority to make interview and selection determinations.**  

Final appointment is contingent upon a check of past employment references, passing a City\-paid fingerprint check, and depending on the position applied for, a pre\-employment medical exam, drug and alcohol screening test, credit check, license and/or education verification, psychological examination, and/or an extensive Police Department background check process.  

Some positions require the clearance of a comprehensive Police Department (PD) background check within 12 months of appointment. The City may appoint candidates to positions prior to clearing the extensive Police Department background check, and in those circumstances the candidate will be advised in advance that security access in the information technology systems will be limited to non\-PD related systems until PD clearance is received, and if the candidate ultimately does not clear the PD background it will result in release from City service without appeal rights, in accordance with Personnel Rules 3\.04\.050\.  

  

THE CITY OF ROSEVILLE IS AN EQUAL OPPORTUNITY EMPLOYER. IF YOU REQUIRE AN ACCOMMODATION DUE TO A DISABILITY, PLEASE CONTACT THE HUMAN RESOURCES DEPARTMENT AT LEAST 5 WORKING DAYS BEFORE A SCHEDULED INTERVIEW/EXAMINATION PROCESS. MEDICAL DISABILITY VERIFICATION MAY BE REQUIRED PRIOR TO ACCOMMODATION.
  
**EMPLOYEE BENEFITS:**  

The City of Roseville offers competitive benefits packages to full\-time employees. Regular part\-time employees receive benefits on a pro\-rated basis. For more information regarding the City's benefits, visit our website here. Benefits currently include:

* Health, dental, and vision insurance benefits
* Cafeteria plan, plus City paid Flex credit
* Life insurance (City paid and optional supplemental employee paid)
* Flexible spending accounts for dependent and health/medical costs
* Employee assistance plan
* Retirement savings plan
* Deferred compensation plan(s)
* Short\-term and Long\-term Disability employee paid plans
* Educational reimbursement
* Vacation leave, sick leave, personal/management leaves
* Holiday pay (plus two floating holidays annually)
* Bilingual pay
* Longevity pay

  

**GENERAL BENEFITS**:  

A majority of the employee benefits are similar for all City employees. There are benefits that differ depending on which bargaining unit the job classification is assigned. Exact benefits information can be found by visiting the Benefits webpage and selecting the specific bargaining unit group.  

  

**TEMPORARY POSITIONS:**  

Most benefits do not apply to the City's temporary positions. Temporary employees that work 1,500 hours annually may elect medical insurance. Temporary employees contribute to a retirement plan depending on the status of total hours worked annually.",Government,"https://www.indeed.com/cmp/City-of-Roseville,-Ca",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cfb1ee4c2fa488a790f1e72696146262,http://www.roseville.ca.us,Roseville,"1,001 to 5,000",,,,,,,,
in-4fccff5910c40fc0,indeed,https://www.indeed.com/viewjob?jk=4fccff5910c40fc0,https://disa.wd5.myworkdayjobs.com/en-US/DISA_External_Career_Site/job/USA-Remote/Software-Business-Analyst_R-1746,Software Business Analyst,DISA Global Solutions,"Remote, US",2025-06-05,fulltime,direct_data,yearly,60000.0,75000.0,USD,True,,,,"Recruitment.Recruitment@disa.com, Recruitment.Recruitment@disa.com","DISA Global Solutions is an industry\-leading safety and compliance solutions provider with customers across the Globe since 1986 and more than 1,200\+ Team members across more than 30 locations. When you join the DISA Team, you join an industry leader that more than 30% of fortune 500 companies use. With a rich history of IT innovation, we have more than 55,000 customers and complete more than 10 million orders each year.
DISA is proud to be a “Top Workplaces” award winner across multiple locations in 2023\. We offer competitive pay, a robust benefits package, and an exciting place to work. We have a collaborative and team\-oriented culture with numerous opportunities for career advancement. We host monthly appreciation events, and our internal learning and development team provides the resources for employees to engage in continuing education and training.
Position Summary:
The Business Analyst is responsible for bridging the gap between business needs and software solutions, ensuring the delivery of high\-quality, user\-focused applications that meet business requirements. This role will focus on understanding the domain and its uniqueness, gathering requirements, optimizing software development processes for quality and velocity, and collaborating with cross\-functional teams to drive successful software project outcomes. Reporting to the Director of Product Development, the Software Business Analyst will play a critical role in translating business objectives into technical requirements and supporting the software development lifecycle.
Essential functions, responsibilities:* Collaborate with stakeholders, such as product managers, developers, and end\-users, to collect, analyze, and document comprehensive software requirements.
* Develop process flows, user stories, and use cases to define software functionality and enhance user experience.
* Analyze business and user data to identify trends, challenges, and opportunities for software improvements.
* Convert business requirements into concise, actionable technical specifications that align with project objectives, ensuring development teams are well\-equipped for implementation.
* Participate in Agile ceremonies (e.g., sprint planning, stand\-ups, and retrospectives) to support iterative development and delivery.
* Assist in developing test cases, conducting user acceptance testing (UAT), and validating software solutions to ensure they meet business needs.
* Facilitate workshops, demonstrations, and meetings to align stakeholders and communicate project progress and requirements.
* Support the integration of software solutions with existing systems (e.g., CRM, ERP, or APIs) to ensure seamless functionality.
* Develop documentation, user guides, and training materials to promote end\-user adoption of new software features.
* Stay current with software industry trends and recommend enhancements to development processes and tools.
* Other duties as assigned.


Key Skills and Experience:* Associates Degree required, Bachelor’s in Computer Science, Information Systems, Business, or a related field; CBAP, PMI\-PBA, or Agile certifications preferred, or equivalent work experience.
* 3\+ years of experience as a Business Analyst in software development or a related role.
* Strong understanding of software development lifecycles (SDLC) and Agile methodologies (e.g., Scrum, Kanban).
* Proficiency in tools such as Jira, Confluence, Visio, or similar for managing requirements and workflows.
* Experience with data analysis tools (e.g., SQL, Excel, or Power BI) to support decision\-making.
* Familiarity with software platforms such as Salesforce, Workday ERP, Dynamics 365, or custom\-built applications.
* Excellent communication and facilitation skills to bridge technical and non\-technical stakeholders.
* Experience supporting user acceptance testing and software implementation projects.
* Experience with Healthcare and/or background checks preferred.
* Knowledge of UX/UI principles or API integration is a plus.


Schedule: Monday – Friday 8:00 am to 5:00 pm CST* This position can and will have on\-call requirements.


Physical Requirements:  

While performing the duties of this job the employee is regularly required to speak, hear, have close vision, distance vision, color vision, peripheral vision, depth perception, and the ability to adjust focus. Walk (occasionally), sit\- up to 8hrs. a day, stand (occasionally), use hands to finger, handle, or feel objects, tools, or controls; reach with hands and arms, able to lift\-up to 15lbs.(occasionally).  

  

Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
The pay range for this position is listed below. Your actual pay rate will vary based on: Geography, Skill\-Set and applicable Local and State Pay Practices. Any questions, please contact our DISA Recruiting Team at Recruitment.Recruitment@disa.com.
EOE/M/F/Vet/Disability
The pay range for this position is listed below. Your actual pay rate will vary based on: Geography, Skill\-Set and applicable Local and State Pay Practices. Any questions, please contact our DISA Recruiting Team at Recruitment.Recruitment@disa.com.
Job Pay Range
$60k \- $75k Annually DOE
EOE/M/F/Vet/Disability",,https://www.indeed.com/cmp/Disa-Global-Solutions,,http://www.disa.com,Houston,201 to 500,$25M to $100M (USD),,,,,,,
in-60ea6abc3f8a82a2,indeed,https://www.indeed.com/viewjob?jk=60ea6abc3f8a82a2,https://jobs.citi.com/job/tampa/data-risk-and-control-lead-analyst-c13-tampa-or-delaware/287/82190723152,Data Risk and Control Lead Analyst - C13 - Tampa (or) Delaware,Citi,"Tampa, FL, US",2025-06-05,fulltime,direct_data,yearly,113840.0,170760.0,USD,False,,,,,"Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and jurisdictions. Our core activities are safeguarding assets, lending money, making payments and accessing the capital markets on behalf of our clients.


Citi’s Mission and Value Proposition explain what we do and Strategy explain how we do it. Our mission is to serve as a trusted partner to our clients by responsibly providing financial services that enable growth and economic progress. We strive to earn and maintain our clients’ and the public’s trust by constantly adhering to the highest ethical standards and making a positive impact on the communities we serve.


The U.S Personal Banking (USPB) Data Risk and Control team is a critical function within the Enterprise Data Office (EDO) and is responsible for and providing data governance and oversight, data risk management, and controls leadership across the global USPB businesses.


The**Data Risk and Control** **Lead Analyst** (VP) will be responsible for driving the implementation of a robust risk and controls culture within the U.S. Personal Banking and Wealth Managements (USPB) Business Data Lead organization. The primary focus will be to assist Business Data Owners with identification and documentation of target state data quality controls to address any control gaps or deficiencies. The role will require the individual to develop relationships with counterparts within the team and across Business and Products. The individual will be required to assist the Data Control Assessment workstreams and reviews (including Booking Controls), providing direction to a variety of stakeholders to produce a high quality of work product. The individual will regularly provide guidance across assigned projects and will serve as a day\-to\-day lead for control assessment reviews. The Lead Analyst will guide our USPB EDO partners to determine appropriate mitigants to key risks that could impact business objectives and advise them on how to design appropriate controls through a globally consistent Manager Controls Assessment (MCA). This position works closely with partners throughout the Enterprise Data Office, Operational Risk \& Control, Finance, Risk, Compliance, Data Services Group, Information Technology, MCA Architects, and Business stakeholders in all areas where USPB has a footprint.


Job Responsibilities:

* Support the business/function teams in the assessment of current state Data Controls by providing tools, clarification/alignment of controls to the Data Quality Minimum Required Control (DQMRC) standards and adherence to standards.
* Demonstrate USPB adoption of the Control Operating Model and Data Controls Framework
* Help facilitate execution of Data Controls Assessment program to identify existing control environment gaps across USPB against target state and confirm alignment with DQMRCs.
* Implement sustained and continuous improvement for the Data Control Assessment program.
* Provide training, tools, templates, and methodologies for the execution of the Data Control Assessments.
* Demonstrate Booking Control Policy requirements are met for USPB, and evidence Risk Reduction for Booking Controls. Drive quarterly Submission of all Booking Controls coverage and control effectiveness to the Booking Program Office (BPO)
* Conduct quality reviews of Data Control Assessment results for completeness and to ensure consistency in execution.
* Support the business/function teams in finalizing data control gaps and enhancements, remediation plan development and monitor implementation.
* Develop and generate program status reports for Leadership, Data Domain Owners, EDO, BPO, and contribute to status meetings.
* Consume complex business information quickly and synthesize in an efficient manner.
* Develop high\-quality relationships with key stakeholders across the organization.
* Anticipate next steps and challenges, where possible, to avoid delays or other pitfalls.
* Apply critical thought in evaluating business control problems, articulate problem statement concisely and guide the development of logical, pragmatic control recommendations and solutions.


Job Skills / Qualifications required:

* Bachelors degree in Business, Finance, Computer Science, Engineering, Information Technology, or related work experience. MBA and/or Regulatory experience preferred.
* Strong communication (written and oral), reporting, presentation and influencing skills.
* Proven ability to autonomously create clear written communications.
* Working knowledge of Citi’s Control Standard, Governance Risk and Controls (GRC) Framework, and Manager Control Assessments (MCA).
* Expertise in MCA and reporting from Citi Risk \& Controls (CR\&C)
* Familiarity of Citi’s Data Governance Policy, Data Controls Framework, and USPB business products / operations a plus.
* Comprehensive understanding of data management and governance principles.
* Outstanding analytical and organizational skills with attention to detail.
* Ability to thrive in a dynamic and fast\-paced environment and manage projects with minimal guidance.
* Experience in engaging and collaborating with cross\-functional teams to deliver on organizational objectives.
* Assertive and self\-confident to challenge status quo and propose diverse ideas within existing processes and business practices.
* Strong investigative and analytical skills for root cause identification, implementation of effective remediation, and design of sustainable processes.
* At least 6\+ years of business experience in data management, audit, control, compliance, or regulatory management in consumer banking and, financial services.
* Strong relationship management skills with ability to deepen relationships and build partnerships across the USPB\&WM business and key support areas such as EDO, Audit, Compliance, Control, CAO, Independent Risk, and Legal.
* Highly proficient in Excel and PowerPoint. Tableau and AI experience a plus


This job description provides a high\-level review of the types of work performed. Other job\-related duties may be assigned as required.


\-


Job Family Group:


Data Governance
\-

**Job Family:**


Data Governance Foundation
\-


Time Type:


Full time
\-


Primary Location:


Tampa Florida United States
\-


Primary Location Full Time Salary Range:


$113,840\.00 \- $170,760\.00  

In addition to salary, Citi’s offerings may also include, for eligible employees, discretionary and formulaic incentive and retention awards. Citi offers competitive employee benefits, including: medical, dental \& vision coverage; 401(k); life, accident, and disability insurance; and wellness programs. Citi also offers paid time off packages, including planned time off (vacation), unplanned time off (sick leave), and paid holidays. For additional information regarding Citi employee benefits, please visit citibenefits.com. Available offerings may vary by jurisdiction, job level, and date of hire.


\-


Anticipated Posting Close Date:


Jun 22, 2025
\-


Citi is an equal opportunity employer, and qualified candidates will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, status as a protected veteran, or any other characteristic protected by law.


If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.  

  

View Citi’s EEO Policy Statement and the Know Your Rights poster.",,https://www.indeed.com/cmp/Citi,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3a65f2fd9d93f6c880484c373f0b34da,http://www.citigroup.com,"New York, NY","10,000+",more than $10B (USD),Citi is more than a global financial services company. It’s an engine for progress. Apply today to to get involved.,,,,,,
in-5c458e3d9c3ef06b,indeed,https://www.indeed.com/viewjob?jk=5c458e3d9c3ef06b,https://jobs.citi.com/job/tampa/data-quality-senior-analyst-avp-hybrid/287/82190722736,Data Quality Senior Analyst - AVP (Hybrid),Citi,"Tampa, FL, US",2025-06-05,fulltime,direct_data,yearly,87280.0,130920.0,USD,False,,,,,"**Data Quality Analyst**

**Level:** **C12**


The Data Quality Senior Analyst role is an individual contributor under the Data Quality Controls and Monitoring group within the Enterprise Chief Data Office (ECDO) organization. This role will support Consent Order deliverables, scorecard implementations, and ensure that data quality measurement is in place and data is fit for purpose.


The Data Quality Senior Analyst is responsible for the implementation and distribution of Data Quality Scorecards. This individual is also responsible for analyzing and monitoring Data Quality results and metrics. The Data Quality Senior Analyst has a key role guiding stakeholders to define fit for purpose requirements and positively contribute to Citi’s overall Data Quality.


The Data Quality Senior Analyst is a seasoned professional role, applying an in\-depth disciplinary knowledge and contributing to the improvement of Data Quality for the area or function under his/her purview.


Integrates subject matter and technical expertise within a defined area. Requires in\-depth understanding of how areas collectively integrate within the sub\-function, as well as coordinate and contribute to the Data Quality objectives of the function and overall business.


Requires good analytical skills to filter, prioritize and validate potentially complex and dynamic material from multiple sources. Strong communication and diplomacy skills are required.


Responsibilities:

* Devise methods for identifying data patterns and trends in available data sources.
* Define strategies to drive data quality measurement, produce data quality scorecards and reports, and implement data quality strategies to effectively govern data and improve data quality.
* Work with data quality partners and Technology teams to identify and implement data quality tools. Identify critical data elements, data quality rules, thresholds, and other business requirements.
* Assist in the remediation of Audit and Regulatory feedback on the data quality program.
* Design/analyze complex reports to satisfy management requirements.
* Contribute to the development of new Data Quality techniques and processes.
* Build data quality assessments and measurement of critical data utilized by Citi strategic systems and processes supporting Citi Global Functions and Sectors.
* Responsible for reviewing and analyzing results of those measurements.
* Accountable for understanding data quality rules driven from the profiling and assessments of critical data.
* Interact with business and technical staff who support the Global Functions and Lines of Business, ensuring the data quality scorecards are measuring fit for purpose data.
* Appropriately assess risk when business decisions are made, demonstrating consideration for the firm's reputation and safeguarding Citigroup, its clients, and assets, by driving compliance with applicable laws, rules, and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing, and reporting control issues with transparency.


Qualifications:

* Possess a comprehensive understanding of how own area and others collectively integrate to contribute towards achieving business objectives.
* Provide in depth analysis with interpretive thinking to define problems and develop innovative solutions.
* Work and coordinate with a multi\-disciplinary group of business leads, operations managers, technologists, and senior level management.
* Coordinate and plan work activities, meetings and other tasks that demonstrate leadership with measurable results.
* Support reengineering efforts in business's methodology, strategy, and organizational goals.
* Apply/demonstrate advanced understanding of processes, procedures, and policies for aligned business.
* Experience working with Data Quality standards and practices.
* 5\-8 years of experience in business analytics.
* Experience with Ab Initio, ETL, Unix, Linux, MicroStrategy, SQL and MS Office Suite is preferred.


Education:

* Bachelor’s/University degree or equivalent experience


This job description provides a high\-level review of the types of work performed. Other job\-related duties may be assigned as required.


\-


Job Family Group:


Data Governance
\-

**Job Family:**


Data Quality \& Data Quality Analytics and Reporting
\-


Time Type:


Full time
\-


Primary Location:


Tampa Florida United States
\-


Primary Location Full Time Salary Range:


$87,280\.00 \- $130,920\.00  

In addition to salary, Citi’s offerings may also include, for eligible employees, discretionary and formulaic incentive and retention awards. Citi offers competitive employee benefits, including: medical, dental \& vision coverage; 401(k); life, accident, and disability insurance; and wellness programs. Citi also offers paid time off packages, including planned time off (vacation), unplanned time off (sick leave), and paid holidays. For additional information regarding Citi employee benefits, please visit citibenefits.com. Available offerings may vary by jurisdiction, job level, and date of hire.


\-


Anticipated Posting Close Date:


Jun 14, 2025
\-


Citi is an equal opportunity employer, and qualified candidates will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, status as a protected veteran, or any other characteristic protected by law.


If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.  

  

View Citi’s EEO Policy Statement and the Know Your Rights poster.",,https://www.indeed.com/cmp/Citi,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3a65f2fd9d93f6c880484c373f0b34da,http://www.citigroup.com,"New York, NY","10,000+",more than $10B (USD),Citi is more than a global financial services company. It’s an engine for progress. Apply today to to get involved.,,,,,,
li-4244968994,linkedin,https://www.linkedin.com/jobs/view/4244968994,,Senior Insights Analyst,LinkedIn,"San Francisco, CA",2025-06-05,,,,,,,False,,,,,,,https://www.linkedin.com/company/linkedin,,,,,,,,,,,,
li-4241819420,linkedin,https://www.linkedin.com/jobs/view/4241819420,,Data Analyst,moomoo,"Dallas, TX",2025-06-05,,,,,,,False,,,,,,,https://www.linkedin.com/company/moomooapp,,,,,,,,,,,,
li-4243054845,linkedin,https://www.linkedin.com/jobs/view/4243054845,,Data Analyst,Miami HEAT,"Miami, FL",2025-06-02,,,,,,,False,,,,,,,https://www.linkedin.com/company/miami-heat,,,,,,,,,,,,
li-4237280077,linkedin,https://www.linkedin.com/jobs/view/4237280077,,"Data Analyst, Social Measurement",Meta,"New York, NY",2025-05-30,,,,,,,False,,,,,,,https://www.linkedin.com/company/meta,,,,,,,,,,,,
li-4245700270,linkedin,https://www.linkedin.com/jobs/view/4245700270,,Business Data Analyst,Environmental Science Associates,,,,,,,,,False,,,,,,,https://www.linkedin.com/company/environmental-science-associates,,,,,,,,,,,,
in-90e4409535ff32c8,indeed,https://www.indeed.com/viewjob?jk=90e4409535ff32c8,https://fa-euxc-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions/preview/8386,"Data Transformation, Client Reporting Analyst",Citco,"NC, US",2025-06-05,parttime,direct_data,yearly,34887.0,59153.0,USD,False,,,,,"Fund Administration is Citco’s core business, and our alternative asset and accounting service is one of the industry’s most respected. Our continuous investment in learning and technology solutions means our people are equipped to deliver a seamless client experience.


As a core member of our Data Transformation team, you will be working with some of the industry’s most accomplished professionals to deliver award\-winning services for complex fund structures that our clients can depend upon.


  
**Your Role:**

As Intern of Data Transformation you will support Data Transformation leadership and the management team of all lines of business in creating a robust reporting application and data products. You will be part of the delivery team to ensure that right functionality is built and delivered in a timely manner. You will transform the high\-level vision and requirements of Data Transformation leadership into detailed user stories.


* Extrapolate trends and insights from large datasets
* Correspond with various business groups to identify tactical needs
* Develop peripheral automation for our processes (e.g. VBA macros, SQL scripts, etc.)
* Co\-ordinate with our other technology groups for implementation and deployment
* QA testing and roll\-out of technology
* Ensure there is sufficient documentation for processes \& tools
* Assist with various projects as assigned
* Create and refine backlog of user stories that align with business objectives
* Contribute to product vision and align roadmap to strategic goal
* Work with Product Manager and stakeholders to prioritize product enhancements
* Ensure quality of work being delivered by being involved in testing efforts.
* Work closely with scrum master to plan releases that are goal focused and have positive ROI
* Product development
* Through partnership with the business, define, sponsor and steer development initiatives
* Influence and guide technology, project management and operations team in solution delivery
* Maintain and develop expertise and keep abreast of market trends/direction and competitors
Collaborate with the other product teams on prioritization and reuse of functionality  

* 
Technology


* Horizon scanning for disruptive technology
Leverage core Citco expertise to deliver consistency for clients across PE, RE and Hedge  

* 
Services


* Create and maintain standard product offerings
* Define and guide strategic changes to reporting and data management

  
**About You:**

* Strong knowledge of SQL, Python, C\+\+, VBA, Qlik, Tableau, and/or Power BI
* Working towards Bachelor degree in a quantitative discipline, such as computer science, engineering, finance, economics, or accounting
* Project management skills with attention to detail and proven ability to multi\-task
* Excellent communication skills relaying business concepts to technology teams
* Knowledge of Atlassian products is a plus
* Certified Scrum Master or Certified Scum Product Owner a plus
* Familiarity with AWS is a plus
* Strong written and verbal communication skills
* Strong visual communication skills (PowerPoint, Visio)

**Our Benefits**

Your well\-being is of paramount importance and central to our success here at Citco. Citco offers a comprehensive and competitive total rewards package to support your career success and personal needs. Your base salary will be determined by several factors such as the role, experience, skillset, market conditions, etc. Furthermore, qualifying positions can participate in an annual discretionary bonus pool based on company profitability and individual contributions. Our comprehensive benefits package includes medical, dental, and vision coverage, short and long\-term disability benefits, a retirement savings plan, tuition reimbursement, mental health and wellness support, parental leave, and more. Additional details about our total rewards package will be shared during the hiring process.


At Citco, we take pride in fostering an inclusive culture by prioritizing the hiring of people from diverse backgrounds. Our culture is a source of pride and strength, fostering innovation, mutual respect, and collaboration. We warmly welcome and encourage applications from people with disabilities. If you require any accommodations to make our recruitment process more accessible for you, please let your recruiter know.


As an equal opportunity employer, Citco adheres to making all employment and personnel decisions without discriminating based on race, color, creed, religion, sex, physical disability, mental disability, age, marital status, sexual orientation, citizenship status, national or ethnic origin, or any other protected status. We believe that an inclusive workforce not only enriches our company but also drives us towards greater success.


Please note that this job description is not intended to be all\-inclusive. Our employees may perform other job\-related duties as needed to meet the ongoing needs of our organization.",,https://www.indeed.com/cmp/Citco,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/742f85621777cab671ba6b34ec577d90,https://www.citco.com/,George Town,"5,001 to 10,000",Decline to state,Citco Group is built on challenging paradigms and delivering exceptional service within the financial and professional services industry.,,,,,,
